Matrícula,Nome do Aluno,E-mail,(1º Período) Ativ. Integradoras I,(1º Período) Bases Morfofuncionais,(1º Período) Bioquímica Mol. e Metab. I,(1º Período) Fund. Pesquisa Medicina I,(1º Período) Saúde e Sociedade I,(1º Período) Sociologia e Antropologia I,(2º Período) Ativ. Integradoras II,(2º Período) Biologia Molecular,(2º Período) Bioquímica Mol. e Metab. II,(2º Período) Habilidades Médicas I,(2º Período) Saúde e Sociedade II,(2º Período) Sist. Int. - Nervoso/Endócrino,(2º Período) Sist. Int. - Digestório/Reprodutor,(3º Período) Ativ. Integradoras III,(3º Período) Interação Agente Hosp. I,(3º Período) Imunologia Básica,(3º Período) Farmacologia I,(3º Período) Fund. Pesquisa Medicina II,(3º Período) Habilidades Médicas II,(3º Período) Saúde e Sociedade III,(3º Período) Sist. Int. - Cardiocirc.,(3º Período) Sist. Int. - Resp./Urinário,(3º Período) Sociologia e Antropologia II,(4º Período) Imunologia Clínica,(4º Período) Interação Agente Hosp. II,(4º Período) Farmacologia II,(4º Período) Fisiopatologia,(4º Período) Habilidades Médicas III,(4º Período) Patologia Geral,(4º Período) Saúde Mental I,(4º Período) Semiologia I,(5º Período) Medicina Legal,(5º Período) Patologia Especial,(5º Período) Saúde Mental II,(5º Período) Semiologia II,(5º Período) Semiologia Criança/Adol.,(6º Período) Dermatologia,(6º Período) Doenças Infec. e Parasitárias,(6º Período) Epidemiologia Clínica,(6º Período) Raciocínio Clínico,(6º Período) Otorrinolaringologia,(6º Período) Semiologia Ginec./Obst.,(7º Período) Clínica Criança/Adol.,(7º Período) Clínica Ginec./Obst.,(7º Período) Clínica Médica I,(7º Período) Ortopedia,(7º Período) Oftalmologia,(8º Período) Clínica Cirúrgica,(8º Período) Clínica Médica II,(8º Período) Saúde Mental III,(8º Período) Urgência e Emergência,(9º Período) Internato Clínica Médica,(9º Período) Internato Pediatria,(10º Período) Internato Cirurgia,(10º Período) Internato Ginecologia/Obstetrícia,(11º Período) Internato Saúde Mental,(11º Período) Internato Urgência e Emergência,(12º Período) Internato Saúde da Família,(12º Período) Internato Eletivo
20231013,Igor Rodrigues Gomes,igor.rodrigues.gomes@medicina.ficticio.edu,9.3,6.5,9.8,6.3,7.1,9.4,5.6,5.2,6.9,6.5,7.6,10.0,7.2,6.7,9.8,6.6,5.7,6.4,6.9,9.4,8.3,6.4,7.3,7.2,6.0,7.6,6.7,7.1,5.5,7.0,9.6,9.0,8.9,9.0,7.7,6.7,8.7,6.1,7.2,6.5,5.5,7.7,6.0,8.7,9.8,9.9,7.9,7.3,5.3,8.3,9.3,6.5,9.9,8.9,5.1,6.4,7.9,,
20231014,Tiago Silva Silva,tiago.silva.silva@medicina.ficticio.edu,5.6,9.1,5.1,6.0,9.0,7.8,6.8,8.8,7.7,8.6,7.9,7.1,9.4,5.1,5.1,6.6,7.9,6.3,8.9,9.2,9.7,5.4,9.3,7.9,6.8,5.2,7.5,7.3,8.1,9.2,9.7,9.5,7.8,7.4,5.2,5.3,6.1,6.0,8.1,8.8,9.1,6.4,6.3,5.1,5.8,7.2,6.0,8.5,9.9,9.3,6.5,7.5,5.9,9.1,5.2,6.9,8.4,,
20231015,Vitor Gomes Lima,vitor.gomes.lima@medicina.ficticio.edu,5.8,9.2,6.6,8.5,7.0,6.9,7.8,5.7,7.5,8.1,5.4,9.9,6.9,6.9,9.2,9.4,8.1,7.9,5.9,6.7,10.0,8.9,8.8,5.8,8.6,10.0,9.0,8.4,7.3,6.9,9.0,6.2,9.0,5.4,9.3,5.1,8.2,7.2,9.4,9.7,7.2,9.3,8.6,8.2,7.1,8.0,9.7,6.2,6.4,7.1,8.4,8.3,6.1,6.1,9.5,9.6,8.2,,
20231016,Fernanda Oliveira Ferreira,fernanda.oliveira.ferreira@medicina.ficticio.edu,9.2,8.5,6.6,7.2,9.5,6.1,7.9,9.5,6.3,5.5,6.2,5.4,5.2,8.7,5.2,7.6,9.0,9.9,9.1,6.5,7.1,7.9,9.3,6.7,8.2,9.9,5.5,8.2,5.5,8.8,8.7,9.6,8.3,9.5,8.4,5.7,5.0,5.2,9.1,5.1,9.1,5.6,5.3,6.7,6.1,6.8,6.9,7.2,8.9,7.3,8.5,9.2,8.2,5.3,6.4,7.7,6.5,,
20231017,Lucas Silva Alves,lucas.silva.alves@medicina.ficticio.edu,8.6,5.6,8.6,6.7,6.0,7.1,8.2,8.8,5.6,9.3,7.9,6.8,6.9,8.4,5.7,7.3,7.6,6.9,8.6,5.2,9.3,9.7,5.8,9.4,8.5,9.9,7.6,7.2,8.3,5.8,8.7,7.2,8.8,8.6,6.1,5.9,9.7,9.0,7.8,8.6,8.8,7.1,6.8,8.8,5.4,7.1,7.2,9.3,6.2,7.1,7.7,5.6,6.1,7.5,8.9,7.0,5.3,,
20231018,Quintino Alves Rodrigues,quintino.alves.rodrigues@medicina.ficticio.edu,8.8,8.3,6.9,6.8,5.9,8.1,8.0,8.6,5.5,6.1,8.9,7.2,5.3,9.9,5.3,7.9,6.3,8.0,8.3,9.6,7.2,9.2,5.7,5.7,6.3,8.6,7.6,8.2,9.6,5.7,9.5,8.4,5.7,5.8,8.4,5.2,6.9,7.8,8.9,8.4,9.3,6.0,5.1,9.8,9.4,7.5,9.2,8.5,9.3,9.2,6.9,9.0,9.2,5.8,5.8,7.0,7.3,,
20231019,Gabriel Pereira Costa,gabriel.pereira.costa@medicina.ficticio.edu,7.0,8.1,6.5,6.3,9.7,8.0,6.3,8.4,6.0,7.5,5.2,5.1,5.0,10.0,5.8,8.3,7.6,7.4,7.7,5.5,6.5,6.0,6.4,7.4,8.4,9.6,7.0,6.2,8.2,5.5,8.0,6.3,5.1,6.7,8.5,7.4,6.9,8.5,5.3,6.2,9.5,9.7,8.3,8.8,9.3,5.2,8.9,9.9,6.8,7.3,8.4,9.7,6.3,6.3,5.4,7.3,7.4,,
20231020,Vitor Gomes Carvalho,vitor.gomes.carvalho@medicina.ficticio.edu,6.0,6.4,5.2,8.3,6.2,9.9,9.3,6.5,5.5,8.7,8.1,9.0,9.7,9.4,9.7,7.5,6.4,9.2,9.0,8.4,5.3,6.7,8.6,8.1,7.6,6.9,6.3,9.7,5.6,7.9,6.3,8.8,5.2,7.7,8.1,5.3,8.8,7.5,5.6,6.0,8.4,9.7,9.9,9.1,6.4,6.9,8.0,5.1,5.8,8.5,7.2,6.9,7.8,8.1,8.8,8.2,5.5,,
20231021,Sofia Alves Martins,sofia.alves.martins@medicina.ficticio.edu,7.5,7.7,6.5,6.5,8.9,5.9,5.6,7.7,7.5,6.5,9.0,5.4,8.5,7.5,8.4,8.1,6.5,5.8,7.1,5.2,6.8,9.9,8.1,6.3,7.8,6.4,9.8,7.3,8.4,6.9,7.9,6.2,9.4,6.5,9.1,6.9,6.5,6.4,9.0,8.7,8.6,7.3,7.4,5.2,7.9,8.4,8.1,7.9,6.8,7.0,5.4,8.2,6.0,6.4,7.9,7.1,8.9,,
20231022,Helena Souza Souza,helena.souza.souza@medicina.ficticio.edu,10.0,5.9,6.9,8.6,9.7,6.7,6.3,5.5,9.2,7.7,7.8,8.3,6.5,5.2,6.8,7.2,8.7,6.8,5.2,6.7,5.8,8.5,9.7,7.2,8.0,6.4,6.2,6.3,7.9,6.5,9.2,7.7,8.3,9.1,8.3,8.4,5.5,9.3,6.5,9.0,5.7,9.5,8.7,8.3,6.6,9.8,5.3,9.2,9.2,8.3,6.8,7.6,6.1,9.6,9.6,7.1,6.3,,
20231023,Lucas Almeida Silva,lucas.almeida.silva@medicina.ficticio.edu,9.9,6.1,9.3,7.1,7.6,8.3,5.2,7.5,8.5,5.2,7.7,5.0,5.1,7.8,10.0,9.2,8.6,5.4,8.4,6.1,7.2,9.8,5.7,8.4,9.6,6.6,9.1,8.0,5.8,5.2,8.8,5.7,6.4,6.1,6.0,5.2,7.3,7.0,7.1,9.1,8.9,9.7,6.4,7.5,9.6,9.1,9.5,5.2,5.3,5.4,8.8,7.7,7.8,6.6,9.8,5.2,8.5,,
20231024,Bruno Lima Pereira,bruno.lima.pereira@medicina.ficticio.edu,5.9,7.7,9.8,9.6,5.9,8.3,9.2,7.9,6.8,9.0,6.8,5.2,7.6,9.9,8.6,5.1,5.7,9.1,6.4,7.3,5.1,8.2,6.9,7.7,5.3,8.2,6.8,5.8,9.9,9.7,8.5,6.3,9.8,8.5,6.9,9.7,9.8,6.3,9.4,8.9,8.3,9.1,5.9,8.1,8.6,5.0,8.2,8.6,8.0,8.5,8.0,5.6,9.1,5.8,8.9,5.4,6.4,,
20231025,Tiago Rodrigues Silva,tiago.rodrigues.silva@medicina.ficticio.edu,8.1,6.9,6.2,9.1,6.9,7.5,8.1,5.8,5.4,5.1,5.5,9.4,6.3,9.1,5.0,6.8,8.1,9.0,7.1,7.2,7.4,9.2,7.7,5.7,6.7,7.3,9.1,9.9,5.8,5.7,6.6,8.1,9.0,9.5,9.6,9.2,9.3,7.8,9.1,7.5,7.4,9.7,7.9,7.7,7.0,6.1,8.2,7.3,8.8,7.9,9.8,9.3,8.9,8.9,8.2,8.3,7.9,,
20231026,Gabriel Gomes Gomes,gabriel.gomes.gomes@medicina.ficticio.edu,7.2,5.6,7.2,9.6,5.8,6.7,6.5,5.0,5.3,6.5,7.3,5.6,9.1,7.2,9.0,9.5,7.4,9.2,8.2,6.5,5.9,5.1,6.4,8.8,7.1,7.5,7.7,7.0,5.6,7.5,7.6,8.9,8.1,6.6,5.8,5.2,5.6,6.6,7.3,5.6,5.7,9.7,7.0,6.9,9.0,6.4,9.1,9.5,9.9,6.6,6.8,9.8,6.9,7.4,9.9,7.7,6.2,,
20231027,Rafael Oliveira Pereira,rafael.oliveira.pereira@medicina.ficticio.edu,8.6,5.9,6.5,7.7,5.0,9.6,7.6,10.0,8.4,7.4,7.3,8.3,5.9,6.9,6.0,7.4,5.8,8.4,7.0,8.1,5.4,8.0,7.8,9.7,5.1,10.0,7.2,5.5,8.0,6.9,5.8,7.1,5.8,8.1,7.3,6.5,7.5,5.1,9.7,6.8,7.2,8.9,6.3,6.9,10.0,5.2,7.2,8.3,9.1,7.6,9.1,6.6,7.5,6.1,8.8,8.0,10.0,,
20231028,Quintino Rodrigues Almeida,quintino.rodrigues.almeida@medicina.ficticio.edu,8.4,9.1,8.8,5.8,5.1,6.0,6.0,9.7,7.1,5.3,6.0,9.9,7.8,6.7,5.4,9.4,7.8,7.7,6.2,6.4,8.9,10.0,7.4,7.2,8.9,7.1,8.2,7.9,6.7,6.1,6.3,8.6,8.2,5.3,9.9,5.5,5.8,8.6,6.6,6.4,5.4,6.1,5.1,7.3,6.7,6.2,6.9,6.1,5.4,5.2,6.8,5.8,7.3,7.4,9.4,8.0,8.4,,
20231029,Yasmin Alves Carvalho,yasmin.alves.carvalho@medicina.ficticio.edu,8.1,8.9,5.2,9.9,6.5,9.0,7.6,10.0,7.8,9.6,9.8,5.2,7.1,5.3,9.1,9.5,7.7,7.1,6.3,8.0,5.8,5.9,8.8,7.1,6.8,8.8,9.0,7.3,8.0,6.4,5.2,9.0,6.7,8.9,7.3,7.9,9.5,7.9,7.9,8.7,8.1,6.2,8.8,5.1,8.7,5.2,7.9,7.3,8.3,6.1,6.8,5.7,5.2,5.7,7.5,6.6,9.8,,
20231030,Igor Almeida Costa,igor.almeida.costa@medicina.ficticio.edu,9.5,9.6,8.9,5.5,8.0,6.7,6.3,6.3,5.9,8.0,10.0,7.9,9.0,8.6,5.5,6.3,7.3,6.5,7.7,7.3,6.1,9.4,6.1,6.3,5.2,8.8,9.3,6.7,6.1,5.9,8.7,5.9,7.1,7.3,9.4,9.2,9.9,7.6,7.0,8.8,5.6,8.8,8.7,5.6,7.9,6.5,7.2,8.3,5.2,6.6,6.6,7.3,5.8,7.2,9.9,7.1,7.9,,
20231031,Yasmin Alves Rodrigues,yasmin.alves.rodrigues@medicina.ficticio.edu,9.8,7.9,5.3,8.1,6.1,6.8,5.1,7.9,7.6,7.3,7.5,5.7,8.5,7.7,6.3,8.7,5.2,6.7,9.5,6.8,7.1,9.4,6.2,5.2,6.8,10.0,9.6,9.2,5.6,8.9,8.1,5.9,8.9,5.2,7.3,8.1,8.3,7.5,5.1,5.3,9.0,7.8,7.1,8.0,8.2,5.2,6.7,6.5,7.6,5.5,5.5,6.3,6.6,9.5,8.2,9.0,8.1,,
20231032,Helena Alves Santos,helena.alves.santos@medicina.ficticio.edu,7.3,8.1,6.7,7.8,6.1,7.4,6.7,5.3,5.1,7.2,9.9,5.9,6.6,9.8,7.4,6.5,8.6,6.3,8.7,7.5,7.2,5.1,7.8,5.6,5.0,5.9,7.1,7.4,5.9,5.7,9.8,9.4,9.1,9.1,6.4,8.2,7.6,7.7,7.7,9.1,8.8,8.7,6.8,7.9,7.5,5.9,9.6,5.6,7.1,7.4,8.3,9.2,5.6,7.0,5.9,9.1,7.0,,
20231033,Yasmin Lima Martins,yasmin.lima.martins@medicina.ficticio.edu,7.4,8.1,8.7,10.0,8.0,6.0,8.6,8.9,8.6,6.0,8.8,5.7,9.7,8.4,9.6,7.8,8.8,7.5,9.0,7.8,5.3,8.6,8.1,6.2,7.7,8.8,7.9,7.2,8.0,6.4,7.3,9.0,5.4,7.8,5.2,8.4,8.0,8.2,7.6,9.6,6.1,5.2,5.4,9.6,8.0,5.7,7.4,5.8,5.9,7.0,8.6,7.0,7.3,7.9,6.8,9.1,6.2,,
20231034,Gabriel Souza Lima,gabriel.souza.lima@medicina.ficticio.edu,6.3,7.7,5.2,9.0,6.1,7.1,6.6,6.6,8.5,5.3,9.1,8.4,5.2,5.8,9.2,5.4,5.4,9.8,7.9,5.8,8.5,7.0,8.4,9.1,8.7,8.6,5.2,9.0,5.7,7.5,7.8,9.6,6.2,5.7,7.3,6.3,6.2,8.7,5.9,5.3,9.6,8.4,6.8,7.2,6.9,9.2,7.9,5.4,6.9,9.5,9.0,8.8,7.3,5.5,5.6,6.7,9.8,,
20231035,Gabriel Santos Costa,gabriel.santos.costa@medicina.ficticio.edu,8.3,5.5,8.4,6.3,7.2,5.5,5.5,8.6,7.9,9.3,7.6,7.3,8.1,8.9,6.5,7.9,9.7,8.0,7.5,6.4,7.6,5.8,5.9,9.1,5.5,5.3,9.3,7.6,8.9,8.5,9.3,8.1,8.1,6.5,5.9,8.8,7.0,8.3,6.8,9.6,7.9,6.4,7.2,9.4,8.0,7.9,9.8,6.7,6.1,8.0,7.0,5.2,6.7,7.9,8.8,6.8,8.2,,
20231036,Bruno Rodrigues Ferreira,bruno.rodrigues.ferreira@medicina.ficticio.edu,9.1,5.1,5.3,6.8,6.5,9.9,8.7,7.8,5.8,9.3,8.3,8.0,5.5,9.8,9.9,6.4,9.0,7.4,6.3,6.6,9.3,8.4,8.7,7.2,5.2,6.8,6.6,5.1,6.6,8.6,6.0,9.2,8.5,6.6,8.5,7.3,6.0,8.8,8.9,9.7,6.7,6.4,6.6,6.7,6.6,5.6,8.5,9.7,5.3,10.0,7.0,8.0,6.7,5.4,6.3,8.2,6.7,,
20231037,Julia Silva Gomes,julia.silva.gomes@medicina.ficticio.edu,8.8,5.1,9.7,5.3,7.2,6.2,7.2,10.0,6.4,9.4,7.6,9.5,9.7,6.9,9.0,7.0,7.0,6.3,6.1,8.7,6.1,7.4,6.1,6.9,7.3,6.5,5.3,8.6,6.7,5.7,8.8,5.1,7.6,9.6,9.0,6.0,7.6,9.0,5.7,8.3,5.6,7.6,8.4,9.0,7.8,6.4,8.9,9.6,8.5,9.9,8.2,6.6,7.7,9.2,9.3,6.4,6.6,,
20231038,Rafael Almeida Rodrigues,rafael.almeida.rodrigues@medicina.ficticio.edu,7.4,7.6,6.0,8.3,9.5,8.7,7.6,8.3,9.5,7.1,6.4,9.5,9.3,6.1,9.1,8.2,5.5,8.7,9.4,10.0,5.2,10.0,9.7,9.4,8.1,5.9,8.8,5.6,9.0,6.9,8.3,5.6,6.8,7.3,9.0,9.4,5.6,6.7,5.8,8.9,8.1,5.7,6.8,6.0,8.3,7.5,8.2,9.5,5.5,8.4,6.3,5.9,8.4,7.4,9.6,7.3,9.6,,
20231039,Sofia Alves Alves,sofia.alves.alves@medicina.ficticio.edu,6.7,6.4,8.6,9.5,7.7,6.3,7.1,7.8,8.8,6.0,9.2,5.7,8.2,6.9,8.3,6.3,6.0,7.1,9.8,8.4,10.0,6.6,6.8,9.3,8.7,5.8,7.2,9.0,5.2,5.4,8.5,6.9,7.4,7.1,8.0,6.4,7.7,6.1,5.9,6.3,7.5,7.3,9.8,6.8,9.5,5.4,6.8,9.2,5.6,8.3,8.8,6.4,7.8,9.9,6.9,5.4,6.8,,
20231040,Olivia Carvalho Rodrigues,olivia.carvalho.rodrigues@medicina.ficticio.edu,6.8,5.6,9.0,6.0,6.1,8.6,9.5,8.8,8.3,10.0,9.4,9.4,8.7,7.7,9.6,8.8,8.2,7.3,7.7,6.1,9.5,9.1,9.6,7.8,7.5,9.5,7.0,8.0,6.1,6.2,9.5,5.0,6.3,9.2,5.0,5.1,7.6,7.2,5.4,7.3,5.5,6.2,6.4,7.9,8.6,6.8,8.0,9.9,7.5,8.5,6.9,7.3,5.2,5.3,9.0,7.4,5.6,,
20231041,Tiago Alves Almeida,tiago.alves.almeida@medicina.ficticio.edu,8.7,9.3,9.3,9.7,9.2,7.8,5.1,7.2,9.6,7.5,6.6,9.6,7.7,5.6,5.5,5.9,8.3,7.6,8.2,6.3,5.4,6.8,6.4,5.6,8.3,7.0,5.1,6.3,5.7,5.1,9.0,9.1,9.5,8.1,8.3,7.2,6.5,5.7,5.9,8.3,5.6,8.8,5.4,9.7,8.1,7.6,7.0,6.9,7.5,6.1,7.0,6.9,9.3,8.6,8.4,8.6,6.8,,
20231042,Quintino Oliveira Santos,quintino.oliveira.santos@medicina.ficticio.edu,5.8,6.3,8.5,6.1,5.8,8.9,7.2,6.2,5.1,9.9,8.9,9.0,6.7,6.0,9.9,6.8,7.5,5.5,9.0,8.8,8.2,5.2,5.1,6.9,9.3,5.8,8.7,8.0,5.2,9.0,9.4,5.8,8.6,9.3,10.0,8.1,8.9,6.3,7.7,9.1,9.4,6.3,5.1,7.4,6.8,5.9,9.3,9.7,5.5,6.0,6.2,7.8,5.2,7.7,5.2,8.6,7.2,,
20231043,Olivia Costa Carvalho,olivia.costa.carvalho@medicina.ficticio.edu,5.3,8.2,7.7,8.3,6.1,9.5,5.7,7.6,7.6,8.8,8.6,5.5,7.1,9.7,6.5,8.1,8.8,7.8,9.7,6.3,6.0,5.1,8.3,7.4,6.7,5.8,8.0,7.2,5.4,8.7,6.0,5.2,5.4,5.2,6.0,6.4,7.3,8.8,6.4,7.9,5.4,9.0,8.6,8.5,6.0,6.6,9.2,9.3,7.4,5.5,7.4,6.5,8.6,8.7,9.8,8.1,5.4,,
20231044,Olivia Oliveira Gomes,olivia.oliveira.gomes@medicina.ficticio.edu,5.9,9.0,6.6,9.5,8.1,8.6,7.3,6.5,5.9,9.4,8.4,5.8,10.0,9.5,8.8,6.4,7.8,9.3,9.7,9.2,6.5,6.3,7.6,8.4,8.0,6.9,8.0,7.9,6.7,7.2,9.5,9.8,5.4,9.5,8.4,6.1,5.6,6.6,6.5,7.8,6.9,5.2,9.1,10.0,5.3,7.2,8.5,9.3,6.7,7.7,9.4,8.2,5.1,7.5,8.7,9.9,7.1,,
20231045,Nicolas Ferreira Costa,nicolas.ferreira.costa@medicina.ficticio.edu,5.3,7.3,6.8,5.5,9.2,5.8,8.6,9.5,6.7,6.5,7.5,7.3,9.9,8.0,5.9,9.1,9.1,6.8,6.3,9.0,7.3,8.5,8.8,9.6,7.2,8.0,6.2,8.1,9.5,8.7,9.6,5.8,9.5,9.6,8.5,7.6,9.7,8.7,9.2,7.4,5.6,7.5,8.2,7.0,9.1,7.7,9.1,8.6,7.6,9.1,9.5,6.8,6.5,5.1,8.3,8.1,5.3,,
20231046,Nicolas Pereira Carvalho,nicolas.pereira.carvalho@medicina.ficticio.edu,9.3,6.6,7.5,8.7,5.8,7.1,6.8,8.3,8.9,6.3,6.9,7.6,6.2,6.7,9.3,9.0,7.3,7.5,5.9,5.8,7.1,6.7,6.8,5.5,6.4,7.8,7.6,8.8,9.6,8.0,5.2,6.8,5.2,5.3,8.7,7.6,7.3,5.5,9.2,8.0,6.9,8.8,6.0,9.1,7.1,6.9,8.7,8.9,5.9,8.5,6.3,6.8,7.3,8.0,8.3,7.5,8.0,,
20231047,Igor Pereira Silva,igor.pereira.silva@medicina.ficticio.edu,9.3,6.0,8.7,9.0,5.8,9.1,6.0,5.9,5.4,8.8,8.5,9.3,6.0,7.2,8.1,7.7,8.5,7.5,6.0,9.9,5.3,7.6,8.7,7.2,9.1,8.1,5.3,7.1,7.8,9.8,6.7,8.9,6.6,8.5,9.5,7.6,7.4,8.9,5.5,5.1,5.3,7.7,6.7,7.3,7.4,8.7,6.7,8.9,5.1,6.6,7.9,6.7,6.9,5.3,7.9,9.8,8.6,,
20231048,Yasmin Rodrigues Oliveira,yasmin.rodrigues.oliveira@medicina.ficticio.edu,9.6,5.5,9.2,8.7,6.2,5.1,8.4,5.6,8.9,5.7,7.3,7.2,5.7,7.7,7.7,5.8,9.6,5.3,6.1,8.4,9.2,7.6,8.6,7.6,9.4,9.1,6.6,7.7,5.6,6.7,8.4,8.2,7.3,8.4,5.5,9.2,7.9,5.1,5.5,6.1,7.0,10.0,8.8,8.5,5.7,9.7,9.1,7.8,5.4,9.0,9.1,9.0,6.2,9.3,8.5,9.8,5.2,,
20231049,Yasmin Santos Oliveira,yasmin.santos.oliveira@medicina.ficticio.edu,6.8,8.2,7.2,5.2,8.7,9.1,7.6,8.0,8.3,5.7,8.9,9.9,7.5,6.9,6.3,5.1,8.4,5.4,7.9,7.3,8.3,6.5,9.9,5.3,9.6,5.6,6.5,7.3,9.8,7.2,7.1,6.6,9.6,7.4,6.2,6.2,6.2,9.6,6.6,8.0,6.0,9.3,7.0,8.1,6.0,5.7,9.4,7.6,6.8,9.6,6.2,7.1,5.4,5.9,5.9,5.4,7.7,,
20231050,Lucas Gomes Pereira,lucas.gomes.pereira@medicina.ficticio.edu,7.8,6.7,7.0,6.6,5.4,9.0,5.4,7.1,8.0,5.2,7.5,9.1,6.1,5.9,8.0,9.7,7.4,8.5,8.6,7.7,8.5,6.8,5.1,5.5,9.6,6.8,7.9,6.1,5.5,5.3,5.6,6.5,8.4,6.2,7.0,7.1,5.6,9.6,5.6,6.9,8.8,6.9,8.3,10.0,8.1,7.0,9.0,5.6,7.2,9.7,9.2,7.9,9.0,5.7,6.0,9.7,7.4,,
20231051,Bruno Oliveira Lima,bruno.oliveira.lima@medicina.ficticio.edu,5.4,5.8,9.0,8.3,8.5,9.6,8.7,6.2,6.2,6.1,8.2,7.9,8.2,6.2,8.1,8.3,5.7,9.6,5.6,9.1,8.1,6.2,6.2,8.7,7.0,8.6,8.9,6.2,6.5,5.8,6.8,7.9,5.3,8.2,6.5,7.6,8.6,6.5,5.1,8.4,7.4,7.9,7.8,5.8,6.8,5.0,6.1,9.7,9.7,7.7,7.6,7.3,6.7,9.8,6.9,8.5,9.9,,
20231052,Zeca Costa Oliveira,zeca.costa.oliveira@medicina.ficticio.edu,9.5,9.3,7.9,8.2,5.0,7.6,9.9,6.4,7.6,6.4,9.4,9.8,6.9,6.6,7.4,8.5,7.9,9.1,8.4,5.0,7.3,9.3,6.1,6.5,9.1,6.6,8.5,8.2,5.1,5.7,9.4,9.2,5.9,8.3,7.7,8.7,7.3,7.7,7.5,6.9,6.6,6.8,7.2,6.1,8.7,9.3,6.9,5.1,5.0,7.4,7.4,6.4,9.4,7.3,5.9,8.3,6.3,,
20231053,Pedro Ribeiro Ferreira,pedro.ribeiro.ferreira@medicina.ficticio.edu,6.3,5.2,9.7,9.5,9.5,7.7,7.5,5.6,7.7,5.8,9.2,7.5,7.8,8.6,7.8,7.9,9.9,5.6,8.2,5.6,9.6,6.4,7.1,7.1,9.0,9.5,7.7,6.4,5.3,8.1,9.0,5.5,6.4,7.5,5.7,6.2,5.8,6.5,8.6,6.5,7.4,9.1,9.2,6.0,6.7,8.4,8.2,8.5,9.6,7.0,5.4,6.4,6.5,7.5,7.8,7.1,8.8,,
20231054,Eduardo Santos Ferreira,eduardo.santos.ferreira@medicina.ficticio.edu,8.0,8.2,6.5,8.1,6.1,5.8,5.5,10.0,7.4,5.1,6.2,8.2,5.0,9.5,7.5,7.9,6.2,9.1,6.7,9.1,8.6,9.6,7.7,6.5,5.4,7.6,9.2,8.5,6.4,7.1,7.5,8.4,5.1,8.5,7.1,7.7,7.6,6.7,9.3,7.3,6.0,9.1,7.7,8.6,8.8,9.9,9.8,6.8,5.5,8.0,9.7,9.0,6.9,8.3,9.9,7.3,5.9,,
20231055,Vitor Pereira Costa,vitor.pereira.costa@medicina.ficticio.edu,5.6,5.9,6.0,7.3,9.3,6.6,7.2,7.4,8.1,8.3,8.5,7.8,5.8,7.1,9.4,7.4,5.8,5.0,6.0,7.4,9.2,5.5,9.5,6.1,6.0,8.5,7.1,9.0,6.4,5.2,9.5,7.9,7.5,8.6,7.9,8.6,8.5,6.6,6.1,6.9,7.2,5.1,5.8,9.9,7.8,5.2,8.1,6.8,9.5,9.1,6.9,9.1,6.9,6.9,5.9,9.9,9.1,,
20231056,Olivia Pereira Alves,olivia.pereira.alves@medicina.ficticio.edu,6.0,8.7,5.8,5.4,5.2,7.7,9.0,9.2,9.1,8.1,6.7,5.2,6.5,6.9,6.0,8.6,6.6,6.1,7.3,9.0,9.4,9.9,6.9,6.7,7.3,9.3,5.7,8.2,9.6,6.8,8.4,6.9,9.5,7.7,7.9,8.7,5.4,6.9,7.9,8.8,6.3,6.3,5.9,5.4,7.5,9.3,5.2,6.6,8.9,9.4,9.8,6.6,7.6,5.1,5.8,8.6,8.5,,
20231057,Vitor Gomes Martins,vitor.gomes.martins@medicina.ficticio.edu,6.1,6.8,8.2,5.7,5.1,6.8,7.5,8.9,8.0,6.3,8.3,6.6,7.7,8.2,8.6,7.6,9.9,8.3,9.5,6.3,5.9,8.7,5.5,9.5,8.2,7.8,9.1,6.8,6.7,6.0,7.6,7.1,5.1,9.2,8.1,9.4,7.5,9.3,9.6,7.6,6.1,7.5,9.6,6.0,5.5,5.1,8.6,9.4,9.5,9.2,7.6,5.2,8.7,8.6,9.9,8.0,7.8,,
20231058,Mariana Ribeiro Martins,mariana.ribeiro.martins@medicina.ficticio.edu,9.0,8.4,8.8,6.6,8.7,5.2,6.9,7.9,8.6,8.6,6.4,7.1,8.1,9.2,9.5,7.6,6.7,6.3,8.1,7.8,8.1,8.5,8.4,6.9,7.5,7.8,7.5,5.8,9.8,6.8,5.4,7.5,10.0,5.9,6.7,8.6,6.2,9.7,8.4,7.0,5.4,7.1,6.2,5.6,5.8,5.0,8.0,8.9,9.2,6.3,5.0,6.5,7.8,9.8,8.5,9.8,8.3,,
20231059,Sofia Lima Lima,sofia.lima.lima@medicina.ficticio.edu,9.0,8.3,6.4,7.4,7.2,9.0,9.1,5.6,8.4,7.5,7.7,8.1,5.5,6.2,7.4,9.8,6.3,8.6,9.6,7.6,7.9,6.8,8.7,9.0,9.7,9.0,6.4,8.2,7.7,6.9,6.2,7.8,9.7,5.6,9.3,9.4,9.6,7.8,8.6,5.0,8.7,6.1,7.5,6.5,8.5,6.6,5.8,7.7,9.9,8.5,8.4,6.5,9.8,6.2,9.5,6.8,8.4,,
